Title,Author Name,Rating,Review,Size,Helpfullness,Review_Date
"
How Crocs Changed My Life
",Heidi Bumanlag,5.0 out of 5 stars,"

  I will admit, I once was a hater. I lived a hateful negative life where I truly despised this footwear. But recently I've made many drastic life changes and these shoes have helped me see the light. They have helped me to see the beauty of the world and give me the confidence to face whatever obstacles life may throw my way. I can now walk outside with confidence. These shoes, these marvelous shoes, help me to live my life to the fullest not only in style but with such comfort no amount of words can begin to describe. I will now continue to live my life with an open mind to such fashion statements. No more will I live with my head hung low, but now I wear my crocs with pride. Sports mode empowers me while relaxed mode truly is the epitome of serenity. Crocs have also been the glue that has bonded me and one my best friends. Crocs truly change your life and bring people together. I will forever be indebted to this spectacular shoe.

",Size: 7 Women/5 MenColor: Lemon,"1,903 people found this helpful","Reviewed in the United States on September 30, 2019"
"
Call me a Croc Enthusiast!!
",A. Roumie,5.0 out of 5 stars,"

  I LOVE THESE THINGS!! They're stylish and functional. These shoes are the future. It is not hard to pull them off with any outfit. Wear them to school, wear them to run errands, wear them to church! I sure do! Nothing can compare to these wonderful shoes.These shoes really show individuality. With a variety of colors and endless shoe charms, you can express who you are in a unique and fashionable way. Be a trend setter with Crocs, the shoes that should have never gone out of style!

",Size: 10 Women/8 MenColor: Navy,513 people found this helpful,"Reviewed in the United States on August 15, 2017"
"
Freesail vs Classic
",Jeanne,5.0 out of 5 stars,"

  I own 2 pair of Crocs women's Freesail and figured I'd try a pair of the classics.  The Freesail are much trimmer & narrower in width than the  women's Classics.  I love both.  The Classics are quite a bit boxier and wider in width  than the Freesail and the Classics seem to have a bit more  cushioning on the bottom.  Both work well for my problem feet which are usually sporting the Alegria brand shoes/sandals  for work.  However, on weekends and downtime, I prefer Crocs.  I have hammer toes  and deteriorating foot joints and have lost most of natural cushioning on the bottom of my feet making it feel like I'm walking on marbles. I typically wear a women's 8/12 or a European size  39.  In Crocs, I always  go a size 9 for the length.  I love both the Freesail and Classics and would urge anyone with ""touchy feet"" to give these a try.

",Size: 9 Women/7 MenColor: White,323 people found this helpful,"Reviewed in the United States on July 22, 2017"
"
Cutest Comfy Ugly Shoe You Can Buy
",FLRL,5.0 out of 5 stars,"

  I bought this classic fit (wide) shoe in size 6 men to get a size 8 women's.  It fits perfectly.  Most comfortable shoe or clog ever.  They are also ugly but they are so ugly that they are cute. To be clear, I bought these to wear with fluffy socks so I have the room I need (my feet are not wide) when wearing the fluffy socks. The strap can be in the back or in the front.  I like having it across my heel when wearing socks.  Feet don't sweat thanks to all of the vents.  You can also put cute little Jibbitz on them that people will notice and take their attention away from the ugly shoes.  You can wear these things all day, 10-12 hours and your feet and legs will hold out.  I got the original classic style because so many people online complained about the soles coming apart on the newer style.  So buyer beware, if you try them you will love them.

",Size: 8 Women/6 MenColor: Black,211 people found this helpful,"Reviewed in the United States on October 17, 2017"
"
and we like how easy it is to get them on
",Tyler,5.0 out of 5 stars,"

  I never, ever thought I'd wear Crocs, but here I am.Our 1.5 year old daughter loves her Crocs, and we like how easy it is to get them on, how we don't have to fuss over socks, etc. They're great summer shoes for kids. After a while I started thinking about getting myself a pair just as yard work/grilling/fishing/etc. shoes for the same reason. Which is what they started as, but during one Home Depot trip I realized I never took them off and was wearing them out. Fair game, I guess I'm living the Croc life now.Regarding sizing, I saw some strange advice all over. And perhaps it's different between colors, so for clarity's sake I got the Khaki color. Anyway, I saw some people talking about sizing down, but I really don't think that's the right way to go. Crocs do feel loose on your feet, but just wear them around a bit and you'll realize that they're just fine and very secure. The bottom ""floats"" a little bit so you don't develop blisters, but the strap holds them to your feet pretty well. If this were a normal shoe, then I'd size down. But it's not, and it doesn't wear/stretch/weigh the same, so I recommend getting your true size. I'm a 12D, sometimes 11.5 or 12.5, and once in a blue moon a 13. Size 12 works fine for me here.

",Size: 14 Women/12 MenColor: Khaki,178 people found this helpful,"Reviewed in the United States on October 11, 2017"
"
I have avoided crocs because they are big clown shoes in appearance and I didn't want look like a.
",Grace Jane,5.0 out of 5 stars,"

  These are my first crocs.  I have avoided crocs because they are big clown shoes in appearance and I didn't want look like a ...you know.  I finally bought a pair because I am now swimming regularly and needed shoes that could get wet at the pool.  I hate flip flops, which abrade the tender area between big toe and second toe.  Well, I bought the crocs and they are awesome!  Very comfortable.  I have arthritis in my feet and the crocs are surprisingly supportive.  I wear them for long drives.  They are great at the dog park or in the back yard where I am likely to step in something that is very difficult to clean off sneakers but comes off easily with a hose or a wipe from my clogs.  Best of all, I look cool in them, and I know this because the younger generation is impressed.  Not the 20 somethings, who tend to roll their eyes, or my contemporaries who look askance and ask if I have been gardening but the stylesetters of tomorrow.  I wore them to the beach and a toddler and a four year old both patted my shoes. Now I want crocs in every color of the rainbow.

",Size: 8 Women/6 MenColor: Pool,680 people found this helpful,"Reviewed in the United States on August 5, 2015"
"
Never thought I'd buy but very happy now
",Chris Luiszer,5.0 out of 5 stars,"

  Never thought I'd buy a pair of crocs. I've been making fun of them for the past decade but when we moved into a new place with hard floors, I needed something to wear around the house. I stand/walk a lot at work and wanted something that was very comfortable.Got these bad boys and couldn't be happier. After a long day in dress shoes I look forward to wearing these when I get home. Great for working around the house and going up and down the stairs on hard flooring. I flip the strap up and go for the clog configuration. The look better that way and stay on fine without the strap behind your heel. Also nice that they are pretty grippy. I wear them cooking in the kitchen and don't have any issues when I spill stuff on the floor.I would definitely recommend these to anyone. They don't look the coolest but I'm a dad now so I'm fine with that. They are a much more comfortable upgrade from flip flop or slipper for wearing around the house. My only regret is not getting a cool color. If you're gonna get crocs you might as well go big!

",Size: 13 Women/11 MenColor: Black,80 people found this helpful,"Reviewed in the United States on December 14, 2017"
"
Comfy but there are size inconsistencies
",WampThing,4.0 out of 5 stars,"

  I ordered 2 pairs of these crocs classics, cerulean and pepper. Pepper is a true red (I was worried it might look pink) and the cerulean is very blue, not purple at all. I usually wear men's size 8.5 shoes and an m8/w10 fit when tried on in a store. However I read lots of reviews that said the sizes were very inconsistent. I need these soon so don't have time to mess with exchanges so I ordered m8/w10 and m9/w11. They were exactly the same size. Width, length, everything was the same, it was weird. I think they fit more like a m9/w11 but that's fine. I wanted/expected these to be pretty loose like my old ones from over a decade ago. These are pretty comfy like I remember and hopefully they last like my old ones did. I didn't find them shiny, uncomfortably small/narrow or the nubs inside to be too painful, which were all common complaints. Overall I say try them on in store first especially if you're in between sizes. I have high hopes for these. (These are the made in mexico ones by the way)

",Size: 11 Women/9 MenColor: Pepper,96 people found this helpful,"Reviewed in the United States on March 31, 2017"
"
Yay, crocs!
",captainbars,5.0 out of 5 stars,"

  Because of wide feet, I've been afraid of ordering these popular shoes.  Over the years I've had to return or give away shoes I carefully chose, cos only the front of my feet are wide (like a duck). Have to have some sort of strap, or tie on.  My siblings would urge me to try them, so I took the plunge. The 1st pair had to be returned because of a simply mistake at the factory; the wrong size was put in the box.  The replacement arrived yesterday, and I could turn cartwheels, if I could. So comfortable, roomy, and no breaking in period. With regular leather shoes, the little toe on my right foot is still squeezed; with the Crocs, no problem!  And it keeps my feet cool! These are officially my fav shoes. Plan to buy more in diff colors.

",Size: 8 Women/6 MenColor: White,81 people found this helpful,"Reviewed in the United States on May 11, 2017"
"
OBSESSED.
",Lindsey,5.0 out of 5 stars,"

  these just arrived not even 10 minutes ago and i'm already writing a review ! such a cute colour (pink lemonade) and they came brand new with all the original tags. didn't get a fake or damaged pair. also, i was VERY worried about the fit because the reviews were all over the place and i haven't worn crocs since elementary school lol my left foot is also a size smaller than my right, so finding shoes is a struggle to say the least. BUT. these fit PERFECTLY (on both feet !) i've never had a shoe fit so well before. i got a size 6 and believe me when i say i spent DAYS looking through reviews and debating between sizes and i'm glad i didn't size up. they fit very true to size. also, my adidas superstar's are a size US 4.5, sperry's are a size 6, nike air force 1's are size 6.5, and hollister/abercrombie flip flops/sandals are a size small (6-7), etc. only putting these for reference because i know that's one of the things i always look for in reviews. kind of unrelated but useful info in some cases.

",Size: 6 Women/4 MenColor: Pink Lemonade,24 people found this helpful,"Reviewed in the United States on May 18, 2020"
"
Best Purchase Ever
",Amazon Customer,5.0 out of 5 stars,"

  literally best purchase of my life. Everything went well was packaged very nicely. They looked great with my prom dress. I couldn't have asked for anything else

",Size: 8 Women/6 MenColor: White,257 people found this helpful,"Reviewed in the United States on April 18, 2016"
"
My new FAVORITE SHOES 💯😊
",B & L,5.0 out of 5 stars,"

  I am so GRATEFUL my sis got her Croc’s for work and then I thought to myself those are super comfy looking. Well yes they are comfy and easy to clean. I’m basically wearing them anytime I have to run outside to do gardening or pick up dog poop 💩, I’ve also worn them out running errands as well. I love the bright blue color I got. I had to return the first pair I ordered since they were too large. So I went a size down and they fit perfectly! I couldn’t be happier with this purchase! Oh and I’ve stepped in a massive pile of GSD 💩 and it washes right off these adorable shoes. Perfect function so easy to clean. I’m literally hooked for life and I don’t know how I never bought 🐊 Croc’s before?!?!My order came in the time frame they said it would. It took about a week, with Prime. Worth the wait. I love the fact that they look good with everything I wear. I don’t dress up much so I wouldn’t recommend wearing them with an evening gown 😂 but they are breathable and my feet don’t stink in these either. They were in new packaging too. I will get lots of use out of these for sure. They are super comfortable and actually feel great on my feet. All and all my new favorite house shoes 💯!!! I definitely recommend this purchase to anyone out there who hasn’t tried these out before! They are amazing! Stay safe out there!

",Size: 9 Women/7 MenColor: Bright Cobalt,17 people found this helpful,"Reviewed in the United States on June 6, 2020"
"
Comfy and Convenient
",JGriffin,5.0 out of 5 stars,"

  My husband wore crocs on our first date and I honestly almost ended it then, but I decided what the heck. Who cares what he wears on his feet?? Then he revealed that he usually wears his crocs with SOCKS. It’s freaking hideous and I have made fun of him for YEARS. But recently, I needed a pair of shoes to toss on to take the dog on quick walks or just run to the mailbox and he surprised me with a pair of these bad boys (in mint, my favorite color). I swore I wouldn’t wear them.. and yet, Here I am! Wearing them every stinkin day now!! These shoes are not stylish. They make your feet look like gigantic doll feet. But they are THE most comfortable and convenient shoes I’ve ever worn. They are easy to clean, breathable and great for days at the beach or river. If my husband sees this, I admit I was wrong. I still won’t say that out loud, but here ya go.

",Size: 8 Women/6 MenColor: Neo Mint,13 people found this helpful,"Reviewed in the United States on July 22, 2020"
"
Get them on sale! Worth every penny!
",Migue,5.0 out of 5 stars,"

  I’ve actually always disliked crocks for some reason but something sparked inside my head while in quarantine and decided to give them a chance since I wouldn’t be leaving my house any time soon and no one would see me in them and honestly It was the best decision I’ve ever made!I actually got them on sale $10 off so I only paid $32 bucks and I love them! The insole was a little uncomfortable the first few days of wearing them, they poke and feel wired and itch your feet s bit after you take them off but after wearing them a few days , I don’t even wanna take them off! Lol➡️ Sizing!!! ⬅️I was skeptical about ordering them online because I don’t know my size in there size but after much research and reviews I figured out that crocks are more comfortable and suppose to fit big!I wear a Size 9.5 (men) and have a pretty wide foot and everywhere said to size one up so I got size 10 (men) and they fit perfectly and comfortably!Over all I would recommend a pair for everyone ! Went outside did some grading stuff rinsed them right off looked good as new!! Can’t wait to Customize them! 10/10 recommend!

",Size: 12 Women/10 MenColor: Pepper,7 people found this helpful,"Reviewed in the United States on May 20, 2020"
"
Crocs are my life
",martina machado,5.0 out of 5 stars,"

  Where do I begin. If you do not own a pair of crocs by now, you need to buy yourself a pair right now. I used to buy “crocs” from the 99 cents store because I was on a budget, and by budget I mean absolutely broke. It wasn’t until I got my first job two years ago where I bought my first real pair and mannnn when I tell you that these are the most comfortable shoes ever, these are the most comfortable shoes ever. I can’t believe I was walking around in the knock off ones with no support, no wonder my back hurt so much. Well here I am two years later and I own 18 pairs of crocs. Everybody used to make fun of me but now I have people asking me for croc recommendations. If you are worried about looking dumb because these aren’t the cutest foot wear out there, these shoes are made to help you come as you are. If you are confident, it shines through. I almost have every color in the classic clogs and I am now going to invest in some bayaband, lite ride and bistro clogs. Crocs are an everyday, every moment type of thing for me and I am so glad that I am able to truly express myself through my beautiful crocs.I WILL SAY AS A SIDENOTE, those who experience discomfort, it may be because you have a flat foot as those with flat feet are better of wearing shoes like vans, converse, etc. (shoes that have no arch support)

",Size: 7 Women/5 MenColor: Grass Green,8 people found this helpful,"Reviewed in the United States on June 27, 2020"
"
Works great on my feet!
",rabbit,5.0 out of 5 stars,"

  My chiropractor recommended wearing crocs since I started having plantar fasciitis problems. I usually wear woman's size 8 shoes, and got these in size 8. They seem a little big but it's actually more comfortable to wear that way, so I think these fit me perfectly. I like to life up the back holder part and wear them around like sandals. It's also nice when it's cold cause I can just slip them on with my socks on. As for dealing with my plantar fasciitis, it ended up working for me! I wore these every day, and at first I didn't notice that much of a difference and my feet ached in the morning for a while too, but around a year into wearing these, I have completely recovered from plantar fasciitis!! It's like I never even had plantar fasciitis before! I think it took a while for my feet to heal since it's something we use every day. Now I am able to wear normal flat sandals too and my feet are fine in the mornings. I still wear crocs and their brand sandals for my main footwear though, cause I think it helps to prevent plantar fasciitis from happening.

",Size: 8 Women/6 MenColor: Pepper,8 people found this helpful,"Reviewed in the United States on January 29, 2019"
"
Husband Hates the Look, LOVES the feel
",Nancy A. Ropecka,5.0 out of 5 stars,"

  My husband has Plantar fasciitis (as I also have) and he has tried different inserts, balls to rub his feet on, exercises, etc.I have been wearing Crocs for over a year and they have alleviated my pain significantly, but he didn't like the way they looked.So, I decided to buy him a pair for Christmas, told him to just wear them around the house. He LOVES them. His feet are so much better, he takes his work shoes off the minute he gets in the house to put these on. I am so glad I bought them for him! He has actually talked to a couple of friends at work who told him they have been wearing them for years for the same reason!

",Size: 12 Women/10 MenColor: Black,14 people found this helpful,"Reviewed in the United States on March 1, 2018"
"
BABYYYYY My feet are in Heaven
",Ms. Tee,5.0 out of 5 stars,"

  So full disclosure in this review so please don't judge. There aren't any Crocs stores in the area I live in but I heard they were really comfortable and good support for people who are on their feet all day. I have issues with my arches and typically wear arch supports in my shoes so that I can both walk better and so my feet don't hurt. When I don't wear my arch supports, my feet hurt and the pain radiates up to my knees and higher. I love to wear flip flops but if you are like me, your doctor told you heck no that's horrible for your feet.So, I purchased a bunch of ""garden"" shoes or fake crocs. Don't get me wrong these are amazing and I wear them all the time I just had no idea that they weren't real crocs. Let me try to explain.I saw the yellow colored crocs in DSW about 3 weeks ago and fell in love, but of course they didn't have any more even online in my size in yellow. I come to trusty old AMAZON and they are selling for more than $40. No thank you I will wait. I check out the CROCS site and with shipping its more than that. So I wait. I wait and wait until they drop down to $31 and change and I get em. Now you guys don't know me but I am just excited to add another color to my collection so I thought.I sprayed them down with Lysol after I open the zip lock bag they were in and sat them on my back porch you know for safety and all that good stuff. So I take the trash out and remember that they are out there so I bring em in and wash em off again because now they have outside germs even though no one has been on or near my back porch. I dry them off and put them on my feet.HALLELUJAH!!!!I thought I had ascended to heaven! You don't know the struggles I have with these here size 8's. The support I felt, the cushion I felt, the prinkly things in the shoe that massage my feet while feeling slightly weird when my toes touch them when I am sitting, it all was surreal. I woke up my brother. I went outside and screamed YES YES YES like I was a WWE wrestler. I immediately came back to amazon to look and see what color shoe I didn't have to order more.Needless to say, I look at price too and I can't afford any of these colors at this time but I LOVE MY YELLOW CROCS. I prefer crocs over sneakers or tennis but I wear tennis to protect my foot in case I feel like jogging or running.Buy you these shoes. Don't have any yet? Ain't nothing like the real thing is all I have to say.TRUST ME ON THIS ONE!Signed,A Satisfied customer

",Size: 8 Women/6 MenColor: Lemon,4 people found this helpful,"Reviewed in the United States on July 24, 2020"
"
Whaaatt are thooossseee?!
",Simone Alicia,5.0 out of 5 stars,"

  Ordered a W8. This is my first pair of Crocs & I’m not sure whyyyyyy I waited this long to get a pair. Now I see why ppl use it. Very comfortable. I’m flat footed. I was able to wear it barefoot & also w| thin socks (tester around the house). The strap part to keep your feet in, it’s actually shorter than the actual length of the shoe (it’s not lined up with the heel part . Around a quarter of an inch or so from the heel) so when it goes around the back of your foot, it actually pushes your feel more inside the shoe. This isn’t a big deal for me as I’m actually a 7.5 women’s. I always love ordering any shoe item a half size bigger to have the extra room for thicker socks if needed. My Crocs were made in Mexico. I’ve seen some complaints about sizing issues when it’s made in different countries. Anyways, I would recommend a pair to anyone.

",Size: 8 Women/6 MenColor: Black,8 people found this helpful,"Reviewed in the United States on February 16, 2019"
"
Great versatile play shoes
",Kate,5.0 out of 5 stars,"

  We love crocs- all of my kids have a pair as their summer play shoes! We have a small farm and these are perfect- they can step in anything and hose off without a problem, wear them to play in the creek or the pond (if they come off in the pond they float and are easily retrievable!), and the versatility of wear with the heel strap makes it great for super active kids that like to run. I purchased this pair for my oldest, and as usual they are slightly bigger but we expected that. Great product.

",Size: 8 Women/6 MenColor: Navy,6 people found this helpful,"Reviewed in the United States on June 9, 2020"
"
The advice is to go a size down, but I suggest going a size up!
",elliot :-),5.0 out of 5 stars,"

  I love these shoes! Crocs are silly looking yes, but that is what I love about them! I'm writing this review mainly just to note that in the description, it advises that if you're a half size to go a size down, since crocs can be large fitting/wide. However, this wasn't the case for me. I'm a size 7 and 1/2 in womens, so I chose a size 7, but I had to return it as I found it too tight fitting. If you fit size 8 converse just fine, then you most likely have feet similar to mine, so I'd recommend going a size up! Even without socks, it was uncomfortable enough for me to have to return it for a larger size.Besides the size issue, the shoes are wonderful! The coupon is also a great deal.

",Size: 7 Women/5 MenColor: White,8 people found this helpful,"Reviewed in the United States on February 28, 2019"
"
Some things seem off .
",Shanese ,4.0 out of 5 stars,"

  I ordered the yellow (beautiful , bright color by the way) ! The shoe itself fits PERFECTLY!! I ordered my regular size and the fit is right on. My only concern is (after reading previous reviews about counterfeit shoes) after comparing them to my other CROCS (whom I know for a fact are authentic) , things does seem a little off. I’m not sure if it means anything . But my other crocs read “Made in Vietnam” and these read “Made in China” ... which has me a little confused. Again , IT MAY BE NOTHING !! I just had to point out that fact . Which that may be why these looks a little cheaper than my originals . They look kinda like they were RUSHED on the assembly line when you’re looking at them closely  . Other than this . They’re great ! Great color , size , fit . I’m definitely gonna keep them !

",Size: 10 Women/8 MenColor: Lemon,6 people found this helpful,"Reviewed in the United States on February 15, 2020"
"
Caved and bought a pair. After this review, you will to
",Alex D,5.0 out of 5 stars,"

  Anyone going on deployment needs Crocs, so I got these for $30ish. They came in a plastic Crocs bag in new condition. I put them on and immediately felt weird, but you eventually get over your loss of dignity, as everyone else owns a pair. When they’re new, they have these nubs that you put your feet onto that stab you with every step, but in a good way. Every other shoe brand says I’m a 9M, but Crocs think I’m a 10M, so make sure you get a size up for anything from this brand. There is no slip resistance, so watch yourself in the shower. The Off-road ankle strap seems durable and the whole shoe feels like it will hold up to any challenge. The top is flexible and will stretch.

",Size: 12 Women/10 MenColor: Black,4 people found this helpful,"Reviewed in the United States on July 14, 2020"
"
Perfect! Order up a size; especially if you wear a half size!
",A,5.0 out of 5 stars,"

  *I bought the charms separately on amazon; highly recommend(never too old for charms!!)**I normally wear a size women’s 9 (sometimes 9.5) but I bought a size 10. I ALWAYS recommend going up a size in crocs. These are not sneakers that need to be snug. You don’t want these to be tight at all! These are relaxing shoes. If they are snug, your feet will rub, get smelly, and create sores from the rubbing. And my foot just barely hangs over the edge when I bought a size 9 a while ago.They have a strap on the back to help keep your feet in place (I call that putting them in 4 wheel drive), or you can flip the strap to the front (shown in my picture). I prefer it that way because it’s easy to slide on and off like slippers.I personally wear this pair to work.I bought different colors for day to day wear.They are SUPER easy to clean! I typically use a disinfectant wipe; but you can use all purpose cleaner a towel, spray Lysol, wash them in the sink with dish soap, etc. But do NOT use bleach!

",Size: 10 Women/8 MenColor: Slate Grey,3 people found this helpful,"Reviewed in the United States on August 21, 2020"
